idx D_km lam beta x1 y1 z1 x2 y2 z2 flux5 flux6 flux7 flux8 flux9 flux10 flux11 flux12 flux13 flux14 flux15 flux16 flux17 flux18 flux19 flux20
0 1.0 197.5728614138369 73.17998985981222 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 13657.0 40391.0 81881.0 132226.0 184586.0 233705.0 276486.0 311624.0 339005.0 359196.0 373077.0 381626.0 385787.0 386415.0 384248.0 379911.0
1 1.0 257.468171894071 49.328519885754986 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9337.0 29407.0 62353.0 104134.0 149199.0 192839.0 231981.0 265083.0 291705.0 312093.0 326854.0 336745.0 342541.0 344975.0 344696.0 342266.0
2 1.0 216.99481538579178 -30.033872634844457 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 8442.0 27125.0 58375.0 98598.0 142509.0 185465.0 224342.0 257496.0 284388.0 305178.0 320410.0 330796.0 337085.0 339991.0 340153.0 338129.0
3 1.0 196.15794587888288 -75.40174980216058 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7391.0 24125.0 52527.0 89523.0 130332.0 170633.0 207440.0 239120.0 265073.0 285373.0 300471.0 310995.0 317624.0 321010.0 321750.0 320365.0
4 1.0 152.5157277620057 -16.69658914551468 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 35633.0 86704.0 153707.0 225324.0 292585.0 350373.0 396728.0 431687.0 456335.0 472175.0 480774.0 483588.0 481880.0 476714.0 468955.0 459302.0
5 1.0 232.5218807039962 -48.19785440923031 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7098.0 22978.0 49793.0 84634.0 123041.0 160992.0 195707.0 225659.0 250278.99999999997 269621.0 284094.0 294275.0 300788.0 304239.0 305182.0 304102.0
6 1.0 157.5313960545693 -66.15222574356306 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7901.0 25676.0 55696.0 94623.0 137375.0 179414.0 217641.0 250390.0 277081.0 297829.0 313138.0 323686.0 330194.0 333354.0 333792.0 332053.0
7 1.0 321.03828028154874 -80.38310727837145 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9930.0 30540.0 63789.0 105468.0 150066.0 193007.0 231359.0 263680.0 289595.0 309382.0 323656.0 333168.0 338686.0 340925.0 340523.0 338027.0
8 1.0 346.91859378037054 40.60698555790418 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 18216.0 51491.0 101078.0 159350.0 218346.0 272376.0 318366.0 355251.0 383225.0 403148.0 416153.0 423415.0 426028.0 424959.0 421026.0 414909.0
9 1.0 138.03894677727996 -87.94305744749441 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7969.0 25702.0 55474.0 93925.0 136041.0 177381.0 214928.0 247072.0 273261.0 293618.0 308642.0 318998.0 325396.0 328512.0 328958.0 327268.0
10 1.0 285.02101370975925 48.70453473049972 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 10344.0 31843.000000000004 66453.0 109704.0 155819.0 200050.0 239392.0 272401.0 298734.0 318716.0 333010.0 342412.0 347726.0 349697.0 348984.0 346153.0
11 1.0 190.40217111104562 -63.549603827932486 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7655.0 24961.0 54287.0 92425.0 134421.0 175819.0 213552.0 245957.0 272438.0 293087.0 308383.0 318982.0 325589.0 328881.0 329471.0 327897.0
12 1.0 204.49604199381562 -75.68602513438397 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7412.0 24148.0 52511.0 89417.0 130096.99999999999 170251.0 206911.0 238457.0 264297.0 284507.0 299538.0 310015.0 316614.0 319987.0 320724.0 319345.0
13 1.0 333.214789785358 -73.87145383705104 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 12293.0 36191.0 73374.0 118751.0 166293.0 211271.0 250820.0 283655.0 309570.0 328994.0 342664.0 351422.0 356103.0 357468.0 356188.0 352829.0
14 1.0 25.5729809512393 30.968605323704594 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 11985.0 36790.0 76455.0 125621.00000000001 177565.0 226893.0 270293.0 306262.0 334547.0 355621.0 370316.0 379585.0 384367.0 385518.0 383788.0 379809.0
15 1.0 31.366547892554657 -45.83390222648794 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 14475.0 42570.0 85973.0 138440.0 192818.0 243653.0 287767.0 323849.0 351826.0 372321.0 386274.0 394718.0 398643.0 398942.0 396384.0 391616.0
16 1.0 7.278623078517259 -14.302895997582283 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 37258.0 92907.0 167111.0 247078.0 322399.0 387050.0 438701.0 477375.0 504329.99999999994 521315.0 530150.0 532512.0 529857.0 523397.0 514116.0 502800.0
17 1.0 299.74314439725765 10.326382438305046 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 24416.0 61374.0 111598.0 166968.0 220485.0 267780.0 306866.0 337371.0 359850.0 375284.0 384789.0 389448.0 390235.0 387988.0 383409.0 377071.0
18 1.0 280.13643034194615 64.89921128918289 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9706.0 30506.0 64566.0 107653.0 154014.0 198798.0 238863.0 272649.0 299734.0 320393.0 335268.0 345150.0 350845.0 353110.0 352614.0 349934.0
19 1.0 313.2043733688549 40.8679672880391 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 16268.000000000002 45983.0 90456.0 143034.0 196649.0 246151.0 288678.0 323154.0 349652.0 368868.0 381767.0 389376.0 392666.0 392502.0 389627.0 384660.0
20 1.0 352.30260320379506 -41.34097705703137 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 34735.0 85351.0 152325.0 224359.0 292337.0 350970.0 398164.0 433880.0 459163.0 475508.0 484490.0 487576.0 486050.0 480988.0 473275.0 463619.0
21 1.0 287.6970831180205 -66.33309612759703 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 11430.0 33559.0 68000.0 110113.0 154365.0 196387.0 233498.0 264468.0 289066.0 307652.0 320884.0 329523.0 334331.0 336010.0 335178.0 332363.0
22 1.0 166.13257041105547 -80.03262232418437 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7483.0 24428.0 53184.0 90626.0 131908.0 172652.0 209839.0 241821.0 267998.0 288451.0 303641.0 314207.0 320838.0 324195.0 324884.0 323429.0
23 1.0 280.99050346312396 -35.712245793430355 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 14550.0 39516.0 76025.0 118727.0 162129.0 202271.0 236939.0 265282.0 287327.0 303585.0 314784.0 321708.0 325110.0 325664.0 323959.0 320487.0
24 1.0 42.57879331281596 -42.818733136857915 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 11050.0 34231.0 71656.0 118431.0 168220.0 215832.0 258006.0 293206.0 321101.0 342084.0 356910.0 366468.0 371644.0 373259.0 372030.0 368571.0
25 1.0 230.3715676779086 -7.894697975913658 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 8083.999999999999 25898.0 55667.0 94009.0 135942.0 177070.0 214414.0 246387.0 272444.0 292708.0 307674.0 318000.0 324390.0 327514.0 327980.0 326317.0
26 1.0 51.607183467256704 32.990640398582485 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 8071.0 25634.0 54767.0 92089.0 132748.0 172517.0 208554.0 239365.0 264450.0 283946.0 298338.0 308267.0 314410.0 317413.0 317862.0 316264.0
27 1.0 340.0808101378502 35.21258021499429 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 22545.0 60840.0 115756.0 178485.0 240589.0 296405.0 343101.0 379904.0 407265.0 426246.0 438123.0 444171.0 445552.0 443272.0 438177.0 430960.0
28 1.0 187.8653958300258 -38.96660761521 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 12636.0 38234.0 78717.0 128510.00000000001 180822.0 230283.0 273642.0 309460.0 337531.0 358363.0 372812.0 381843.0 386402.0 387351.0 385436.0 381293.0
29 1.0 149.2782983965885 -21.61314793797831 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 30478.0 75911.0 136911.0 203363.0 266817.0 322183.0 367294.0 401917.0 426878.0 443472.0 453105.0 457114.0 456684.0 452819.0 446348.0 437944.0
0 1.0 95.24002035766571 -57.39282688735745 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7447.0 24289.0 52851.0 90031.0 131019.0 171475.0 208406.0 240177.0 266192.0 286528.0 301642.0 312167.0 318783.0 322149.0 322861.0 321444.0
1 1.0 278.724128196318 51.93819221517336 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9803.0 30541.0 64269.00000000001 106738.0 152291.0 196197.0 235419.0 268460.0 294931.0 315113.0 329642.0 339292.0 344855.0 347066.0 346580.0 343960.0
2 1.0 164.21411959795748 -79.76734624201674 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7468.0 24390.0 53113.0 90520.0 131768.0 172484.0 209648.0 241613.0 267777.0 288221.0 303406.0 313969.0 320599.0 323958.0 324648.0 323197.0
3 1.0 204.63622159271347 35.459503510497726 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 21799.0 60076.0 115782.0 179988.0 243904.0 301537.0 349843.0 387949.0 416285.0 435938.0 448227.0 454476.0 455892.0 453523.0 448247.0 440784.0
4 1.0 6.764328157087851 50.1651712693986 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 11697.0 35956.0 74826.0 123100.0 174203.0 222829.0 265700.0 301311.0 329384.0 350368.0 365066.0 374406.0 379308.0 380613.0 379056.0 375263.0
5 1.0 222.34877894731574 49.93336113277556 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 13133.0 39621.0 81336.0 132440.0 185925.0 236311.0 280319.0 316535.0 344794.0 365655.0 380014.0 388873.0 393206.0 393893.0 391699.0 387268.0
6 1.0 220.3544601800717 -43.303938417836115 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7410.0 24081.0 52288.0 88968.0 129392.0 169301.0 205753.0 237141.0 262874.0 283022.0 298030.0 308515.0 315144.0 318562.0 319356.0 318041.0
7 1.0 222.0962388749125 -22.713635172138936 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 8279.0 26595.0 57248.0 96740.0 139907.0 182198.0 220535.0 253290.00000000003 279915.0 300552.0 315724.0 326123.0 332479.0 335490.0 335785.0 333911.0
8 1.0 339.7493082652647 15.76793433535002 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 39463.0 95854.0 169455.0 247616.0 320476.0 382538.0 431818.0 468516.0 493937.0 509811.0 517903.0 519829.0 516980.0 510513.0 501366.0 490288.0
9 1.0 245.45530767725404 -40.892057563595934 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7278.0 23167.0 49646.0 83745.0 121096.0 157835.0 191324.0 220137.0 243763.0 262280.0 276101.0 285789.0 291952.0 295176.0 295995.0 294877.0
10 1.0 129.42284420656296 -23.246496140780025 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 21565.0 55965.0 104112.0 158432.0 211941.0 260019.99999999997 300379.0 332393.0 356431.0 373362.0 384235.0 390103.0 391934.0 390570.0 386723.0 380984.0
11 1.0 157.33150336776293 -54.530229566584865 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9931.0 31069.0 65570.0 109113.0 155881.0 200992.0 241298.0 275243.0 302417.0 323111.0 337980.0 347825.0 353461.0 355651.0 355071.0 352300.0
12 1.0 251.14723053381536 -7.225940923918671 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7522.0 23696.0 50411.0 84589.0 121836.0 158323.0 191470.0 219901.0 243146.0 261310.0 274816.0 284237.0 290180.0 293228.0 293912.0 292693.0
13 1.0 21.68116978653714 -81.96978577425946 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9106.0 28696.0 60924.0 101888.0 146179.0 189173.0 227832.0 260610.0 287048.0 307364.0 322139.0 332106.0 338024.0 340606.0 340494.0 338239.0
14 1.0 240.03601756044037 53.96325922271123 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 10393.0 32443.0 68309.0 113418.0 161699.0 208105.0 249414.0 284065.0 311678.0 332589.0 347498.0 357250.0 362698.0 364631.0 363750.0 360651.0
15 1.0 241.4296330625374 -76.1478395424061 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7901.999999999999 25302.0 54368.0 91796.0 132726.0 172874.0 209337.0 240567.0 266036.0 285861.0 300522.0 310662.0 316962.0 320076.0 320595.0 319034.0
16 1.0 75.73772198658273 3.3903267896746883 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7483.0 23487.0 49862.0 83559.0 120260.0 156205.0 188864.0 216889.0 239816.0 257747.99999999997 271100.0 280429.0 286331.0 289380.0 290093.0 288927.0
17 1.0 46.41346715574719 -34.7741820818647 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 10096.0 31774.999999999996 67273.0 112131.0 160307.0 206730.0 248139.0 282937.0 310714.0 331787.0 346848.0 356736.0 362302.0 364337.0 363541.0 360514.0
18 1.0 113.55420633270619 13.957730789647584 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 23815.0 58993.0 106262.0 157998.0 207769.0 251627.0 287811.0 316032.0 336828.0 351118.0 359933.0 364273.0 365032.0 362983.0 358769.0 352919.0
19 1.0 130.93587753934415 82.69800135001651 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 11739.0 35388.0 72759.0 118786.0 167278.0 213310.0 253865.0 287574.0 314196.0 334156.0 348207.0 357213.0 362032.0 363448.0 362151.0 358724.0
20 1.0 205.27083735043666 26.20264400208069 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 22224.0 61220.0 117909.0 183157.0 248013.0 306398.0 355246.0 393698.0 422218.0 441925.0 454172.0 460309.0 461567.0 459008.0 453523.0 445842.0
21 1.0 157.89654484643532 -83.63476156401164 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7626.0 24803.0 53858.0 91596.0 133123.0 174042.0 211336.0 243369.0 269554.0 289983.0 305131.0 315642.0 322211.0 325504.0 326128.0 324610.0
22 1.0 355.8145817013214 -12.527560888548976 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 47155.0 112376.0 195823.0 282907.0 362771.0 429689.0 481874.0 519887.0 545417.0 560532.0 567271.0 567459.0 562645.0 554097.0 542832.0 529652.0
23 1.0 36.736131869290105 1.803033417285036 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 11965.0 36754.0 76412.0 125580.0 177532.0 226869.0 270275.0 306248.0 334531.0 355600.0 370289.0 379550.0 384324.0 385467.0 383729.0 379743.0
24 1.0 75.19563219414049 6.511949046621353 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7533.0 23604.0 50047.0 83792.0 120513.0 156450.0 189081.0 217066.0 239948.0 257834.0 271142.0 280432.0 286299.0 289318.0 290006.0 288820.0
25 1.0 58.07142643859865 32.65065190869082 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7898.000000000001 24992.0 53279.0 89470.0 128874.99999999999 167416.0 202358.0 232259.0 256637.0 275619.0 289671.0 299406.0 305475.0 308499.0 309042.0 307594.0
26 1.0 235.11899716754343 -40.032702408282105 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7051.0 22779.0 49297.0 83729.0 121672.0 159165.0 193469.0 223079.0 247433.0 266583.0 280930.0 291039.0 297526.0 300986.0 301966.0 300944.0
27 1.0 91.18497691432157 -66.80509821606236 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 7473.0 24458.0 53336.0 90986.0 132531.0 173558.0 211015.0 243236.0 269611.0 290217.0 305520.0 316162.0 322837.0 326214.0 326901.0 325430.0
28 1.0 167.87187822827028 -19.31837822152302 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 32175.000000000004 81050.0 147094.0 219210.0 288049.0 347970.0 396593.0 433684.0 460189.0 477561.0 487370.0 491098.0 490053.0 485337.0 477857.0 468346.0
29 1.0 87.99321312057698 82.1530301032708 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 10833.0 33082.0 68650.0 112852.0 159769.0 204595.0 244325.0 277543.0 303947.0 323895.0 338083.0 347331.0 352459.0 354227.0 353303.0 350259.0
0 1.0 57.2290501123871 -56.31643948484795 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 8504.0 27388.0 59006.0 99703.0 144114.0 187528.0 226783.0 260224.0 287312.0 308221.0 323507.0 333898.0 340155.0 343000.0 343084.0 340967.0
1 1.0 39.73505081914985 72.71711188708267 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9480.0 29662.0 62617.99999999999 104254.0 149042.0 192325.0 231087.0 263824.0 290124.0 310243.0 324790.0 334519.0 340201.0 342559.0 342237.0 339791.0
2 1.0 236.27865220749842 7.885071013918747 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 8300.0 26441.0 56600.0 95284.0 137452.0 178698.0 216061.0 247982.0 273943.0 294087.0 308924.0 319123.0 325390.0 328402.0 328767.0 327014.0
3 1.0 49.74586248550097 -7.755944103762147 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 8583.0 27476.0 58979.0 99433.0 143520.0 186587.0 225518.0 258681.0 285550.0 306297.0 321474.0 331800.0 338026.0 340869.0 340972.0 338890.0
4 1.0 70.76965020481926 68.76745384138013 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 10068.0 30846.0 64206.0 105849.0 150247.0 192861.0 230813.0 262712.0 288220.0 307636.0 321589.0 330832.0 336133.0 338202.0 337671.0 335083.0
5 1.0 132.74106143794708 -7.451286881654539 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 33472.0 80148.0 140625.0 204753.0 264687.0 316039.0 357185.0 388225.0 410147.0 424291.0 432040.0 434675.0 433308.0 428870.0 422124.0 413684.0
6 1.0 295.55756274525663 40.350174590077785 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 12838.0 37689.0 76144.0 122807.0 171426.0 217178.0 257193.0 290230.0 316146.0 335425.0 348854.0 357313.0 361663.0 362688.0 361068.0 357381.0
7 1.0 34.956459285502056 -18.17544209344163 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 14391.0 42813.0 87015.0 140623.0 196252.0 248256.0 293346.0 330172.0 358664.0 379474.0 393578.0 402044.0 405895.0 406049.0 403297.0 398303.0
8 1.0 301.6601666995694 72.7279907221724 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9780.0 30757.0 65117.99999999999 108591.0 155370.0 200553.0 240971.0 275046.0 302355.0 323176.0 338159.0 348104.0 353825.0 356085.0 355561.0 352836.0
9 1.0 34.59542684182671 34.20450363442093 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9692.0 30502.0 64639.0 107890.0 154485.0 199541.0 239882.0 273924.0 301228.0 322064.0 337075.0 347053.0 352811.0 355109.0 354622.0 351933.0
10 1.0 351.5254074048225 35.931969765093015 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 20418.0 56604.0 109618.0 171094.0 232649.0 288471.0 335541.0 372921.0 400947.0 420605.0 433130.0 439773.0 441688.0 439881.0 435200.0 428344.0
11 1.0 168.71443259317257 -31.010327719718596 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 21852.0 59038.0 112552.0 173915.0 234908.0 289943.0 336177.0 372782.0 400144.0 419266.0 431378.0 437716.0 439418.0 437472.0 432709.0 425817.0
12 1.0 351.6339917485214 46.22015569264005 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 14809.0 43634.0 88121.0 141793.0 197286.0 249025.0 293795.0 330299.0 358499.0 379061.0 392966.0 401278.0 405014.0 405089.0 402285.0 397261.0
13 1.0 217.74438710821656 24.490989980485438 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 14585.0 43413.0 88214.0 142492.0 198746.0 251266.0 296738.0 333817.0 362453.0 383319.0 397412.0 405818.0 409575.0 409612.0 406731.0 401598.0
14 1.0 266.1348885833886 -46.79635079165228 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9544.0 28541.0 58623.0 95932.0 135626.0 173753.0 207801.0 236544.0 259666.0 277408.0 290302.0 298997.0 304158.0 306407.0 306299.0 304314.0
15 1.0 14.107605211555443 -61.103011952653844 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 15273.0 43815.0 87140.0 138935.0 192231.0 241819.0 284714.0 319722.0 346820.0 366641.0 380112.0 388238.0 391982.0 392209.0 389663.0 384972.0
16 1.0 101.81050652750744 53.35046541311971 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 14573.0 40580.0 79244.0 124898.0 171549.0 214812.0 252210.0 282775.0 306516.0 323983.0 335969.0 343331.0 346891.0 347385.0 345451.0 341628.0
17 1.0 43.270762036740805 82.64998854634004 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 10062.0 31230.0 65536.0 108613.0 154705.0 199038.0 238560.0 271786.0 298345.0 318541.0 333029.0 342600.0 348056.0 350144.0 349527.0 346771.0
18 1.0 106.61047110797217 -7.535011093192281 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 15010.0 40657.0 78068.0 121732.0 166028.0 206924.0 242181.0 270951.0 293279.0 309699.0 320964.0 327879.0 331214.0 331660.0 329815.0 326184.0
19 1.0 42.74197882352786 16.377149758263286 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 9140.0 28972.0 61742.0 103517.0 148769.0 192742.0 232300.0 265840.0 292881.0 313641.0 328716.0 338860.0 344853.0 347429.0 347248.0 344878.0
20 1.0 114.47394458183138 64.39007595483983 -0.92060260095749 0.6192853317270212 0.296043097127432 -0.18691801823992277 -0.009488936009191613 0.022803033931811215 15277.0 42793.0 83806.0 132256.0 181721.0 227511.0 266996.0 299163.0 324045.0 342249.0 354636.0 362130.0 365610.0 365865.0 363575.0 359310.0
