idx D_km lam beta x1 y1 z1 x2 y2 z2 flux5 flux6 flux7 flux8 flux9 flux10 flux11 flux12 flux13 flux14 flux15 flux16 flux17 flux18 flux19 flux20
0 1.0 197.5728614138369 73.17998985981222 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2135.0 7435.0 16940.0 29860.0 44614.0 59626.0 73711.0 86154.0 96623.0 105057.0 111562.0 116326.0 119577.0 121543.0 122442.0 122467.0
1 1.0 257.468171894071 49.328519885754986 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 4106.0 13088.0 27932.0 46811.0 67186.0 86899.0 104546.0 119427.0 131349.0 140433.0 146963.0 151288.0 153768.0 154736.0 154489.0 153283.0
2 1.0 216.99481538579178 -30.033872634844457 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 7674.0 20543.0 39058.0 60402.0 81810.0 101359.0 118024.0 131458.0 141737.0 149159.0 154113.0 157005.0 158215.0 158082.0 156893.0 154888.0
3 1.0 196.15794587888288 -75.40174980216058 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2405.0 8057.0 17887.0 30959.0 45651.0 60415.0 74133.0 86151.0 96188.0 104215.0 110356.0 114810.0 117804.0 119566.0 120306.0 120214.0
4 1.0 152.5157277620057 -16.69658914551468 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2440.0 8431.0 19080.0 33433.0 49690.0 66097.0 81364.0 94732.0 105873.0 114751.0 121503.0 126358.0 129575.0 131413.0 132115.0 131893.0
5 1.0 232.5218807039962 -48.19785440923031 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 7271.0 19454.0 37004.0 57275.0 77657.0 96322.0 112286.0 125205.00000000001 135138.0 142355.0 147221.0 150116.0 151398.0 151387.0 150356.0 148536.0
6 1.0 157.5313960545693 -66.15222574356306 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2083.0 7234.0 16459.0 28990.0 43303.0 57872.0 71555.0 83657.0 93855.0 102087.0 108452.0 113132.0 116343.0 118307.0 119232.0 119306.0
7 1.0 321.03828028154874 -80.38310727837145 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2312.0 7842.0 17558.0 30571.0 45273.0 60109.0 73938.0 86087.0 96260.0 104417.0 110675.0 115230.0 118309.0 120139.0 120933.0 120881.0
8 1.0 346.91859378037054 40.60698555790418 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2100.0 7316.0 16678.0 29411.0 43963.0 58780.0 72694.0 84995.0 95356.0 103713.0 110167.0 114905.0 118147.0 120121.0 121039.0 121092.0
9 1.0 138.03894677727996 -87.94305744749441 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2133.0 7357.0 16659.0 29247.0 43583.0 58143.0 71792.0 83844.0 93985.0 102158.0 108467.0 113094.0 116259.0 118183.0 119075.0 119121.0
10 1.0 285.02101370975925 48.70453473049972 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 3439.0 11316.0 24693.0 42065.0 61131.0 79844.0 96813.0 111302.0 123063.0 132160.0 138827.0 143377.0 146135.0 147415.0 147496.0 146622.0
11 1.0 190.40217111104562 -63.549603827932486 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2555.0 8455.0 18612.0 32020.0 47000.0 61982.0 75844.0 87940.0 98002.0 106017.0 112118.0 116514.0 119438.0 121124.0 121787.0 121618.0
12 1.0 204.49604199381562 -75.68602513438397 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2498.0 8297.0 18315.0 31571.000000000004 46412.0 61280.0 75058.0 87098.0 97129.0 105131.0 111235.0 115645.0 118591.0 120303.0 120995.0 120857.0
13 1.0 333.214789785358 -73.87145383705104 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2298.0 7819.0 17541.0 30582.0 45328.0 60218.0 74103.0 86304.0 96521.0 104713.0 110997.0 115570.0 118659.0 120494.0 121288.0 121233.0
14 1.0 25.5729809512393 30.968605323704594 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 5017.0 14529.0 29206.0 47063.0 65777.0 83522.0 99185.0 112256.0 122642.0 130495.0 136093.0 139755.0 141802.0 142528.0 142194.0 141021.0
15 1.0 31.366547892554657 -45.83390222648794 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2769.0 9412.0 21037.0 36501.0 53817.0 71115.0 87058.0 100888.0 112301.0 121297.0 128047.0 132812.0 135877.0 137520.0 138000.0 137542.0
16 1.0 7.278623078517259 -14.302895997582283 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2518.0 8633.0 19428.0 33902.0 50232.0 66660.0 81907.0 95229.0 106307.0 115117.0 121801.0 126593.00000000001 129752.0 131541.0 132199.0 131941.0
17 1.0 299.74314439725765 10.326382438305046 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 7275.0 20610.0 40610.0 64284.99999999999 88435.0 110724.0 129851.0 145328.0 157190.0 165756.0 171467.0 174791.0 176170.0 175997.0 174610.0 172289.0
18 1.0 280.13643034194615 64.89921128918289 -0.27515316004051044 -1.1491111512932501 -0.3396254947038954 -0.034309872535576304 -0.28288115359561455 0.03703189091142675 2321.0 8073.0 18359.0 32291.0 48142.0 64199.00000000001 79196.0 92374.0 103397.0 112216.0 118957.0 123836.0 127103.0 129009.00000000001 129789.99999999999 129654.99999999999
