 D lon lat flux5 flux8 X Y Z MirX MirY MirZ TI objid r delta alpha aspect_deg D_model D_true model eta etafit chi2
13021 1.0 180.4767774936128 88.26210028096091 6591.0 65486.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 83.13333241166235 0.377 1 NEATM 0.449 1 3739.5
13022 1.0 344.1901085003606 -16.37026283284891 27065.0 151847.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 72.72593022983463 1.371 1 NEATM 1.209 1 0.0
13023 1.0 231.83647172266947 -60.66820331161104 19819.0 121686.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 75.45515861770465 1.333 1 NEATM 1.364 1 0.0
13024 1.0 152.5878174809447 24.97711632597527 13082.0 96736.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 115.13873553509161 1.41 1 NEATM 1.744 1 0.0
13025 1.0 218.30155708605275 -1.745037621227311 9986.0 58069.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 56.80011549624994 0.873 1 NEATM 1.225 1 0.1
13026 1.0 6.909551391360069 88.09375991119765 6865.0 66736.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 83.08932619229955 1.506 1 NEATM 2.44 1 0.0
13027 1.0 108.56693400283775 -78.24524271267956 22222.0 148782.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 108.38378476263873 1.597 1 NEATM 1.542 1 0.0
13028 1.0 237.66247349736665 50.98219889648635 5717.0 53552.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 53.52931198058309 1.304 1 NEATM 2.322 1 0.0
13029 1.0 104.42793859575988 -38.0882704803311 16906.0 122123.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 147.64191049367912 1.552 1 NEATM 1.7 1 0.0
13030 1.0 222.48555443958296 -46.54464838621668 18168.0 104769.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 70.64914515693651 1.166 1 NEATM 1.243 1 0.0
13031 1.0 154.35673234047582 29.250822875881667 11889.0 91018.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 112.08462045821877 1.413 1 NEATM 1.823 1 0.0
13032 1.0 48.77066312008208 -45.70862670162639 16334.000000000002 107202.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 124.79078707313504 1.331 1 NEATM 1.492 1 0.0
13033 1.0 107.38163734417108 29.854641160653784 6547.0 61390.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 141.14336733642028 0.376 1 NEATM 0.449 1 3454.5
13034 1.0 205.18736785245537 3.11553309641198 12484.0 68333.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 69.1450420484379 0.895 1 NEATM 1.129 1 0.1
13035 1.0 212.71419404934235 -13.663982081547132 13912.0 73480.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 64.75209731140697 0.898 1 NEATM 1.074 1 0.1
13036 1.0 206.7570895858484 9.843805559055411 10614.0 62089.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 67.01394460626035 0.908 1 NEATM 1.24 1 0.1
13037 1.0 235.1522951485681 -38.330726414466646 14778.0 88557.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 58.25056394692864 1.111 1 NEATM 1.306 1 0.0
13038 1.0 234.757177200608 37.1834471291362 5604.0 47690.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 47.06036812442608 1.125 1 NEATM 2.05 1 0.0
13039 1.0 155.31063675623062 -15.325763519958471 25911.0 145742.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 119.98001892677978 1.346 1 NEATM 1.212 1 0.0
13040 1.0 322.75677450638267 -25.101799112539396 24285.0 155684.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 56.81737538724094 1.569 1 NEATM 1.455 1 0.0
13041 1.0 132.32227321724275 59.1582446200328 6334.0 63887.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 107.3175053991825 1.524 1 NEATM 2.548 1 0.0
13042 1.0 156.91137309562566 76.4940441515746 6177.0 63026.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 89.37742878851562 1.53 1 NEATM 2.584 1 0.0
13043 1.0 321.092407805642 -81.71868404028655 21748.0 146094.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 91.26966346358363 1.587 1 NEATM 1.548 1 0.0
13044 1.0 290.22983605659084 -48.12714129064221 18513.0 126635.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 56.82577838234655 1.503 1 NEATM 1.583 1 0.0
13045 1.0 253.39989007453187 -27.266513491338618 11802.0 76798.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 39.90685243741302 1.116 1 NEATM 1.458 1 0.0
13046 1.0 36.0816794324284 56.693966286644525 8694.0 64187.99999999999 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 100.562935543543 1.147 1 NEATM 1.721 1 0.0
13047 1.0 331.0137409480825 87.38845697579356 6935.0 67334.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 81.5696518283412 1.511 1 NEATM 2.437 1 0.0
13048 1.0 257.1268678376801 84.41490684066332 6722.0 66735.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 77.68165170338624 1.536 1 NEATM 2.503 1 0.0
13049 1.0 359.5849223644319 72.89070219898684 8888.0 74538.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 81.85881960936626 1.39 1 NEATM 2.039 1 0.0
13050 1.0 53.80138967687775 -36.619872288474625 14207.0 92837.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 132.5462428633329 1.233 1 NEATM 1.477 1 0.0
13051 1.0 312.52538065255715 88.56202381460534 6838.0 66907.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 81.8742619781109 1.517 1 NEATM 2.46 1 0.0
13052 1.0 58.497456483494936 -45.10439260983878 15626.000000000002 104580.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 130.74341158265497 1.338 1 NEATM 1.53 1 0.0
13053 1.0 221.6014431421839 -70.9368921211982 21740.0 136112.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 85.39563582688331 1.436 1 NEATM 1.406 1 0.0
13054 1.0 44.57519382579895 81.17146998997094 7046.0 66009.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 88.72057819934628 1.448 1 NEATM 2.333 1 0.0
13055 1.0 305.2829625560044 -47.98435401574267 20230.0 138666.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 61.277501978727194 1.576 1 NEATM 1.59 1 0.0
13056 1.0 290.63482514100383 34.15828771399508 10712.0 91129.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 30.96036161198532 1.558 1 NEATM 2.085 1 0.0
13057 1.0 204.8762659012536 -79.49585538349405 22525.0 144828.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 93.25852664959227 1.518 1 NEATM 1.459 1 0.0
13058 1.0 146.58598700135988 41.52763784294572 8506.0 77158.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 112.10744321003386 1.52 1 NEATM 2.249 1 0.0
13059 1.0 24.900118363849696 68.70963822009114 8480.0 69070.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 90.68262648653428 1.302 1 NEATM 1.961 1 0.0
13060 1.0 251.07435833204292 -40.96135881612675 14685.0 93284.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 52.57629512709722 1.204 1 NEATM 1.42 1 0.0
13061 1.0 163.27536576410478 -21.76975870606286 27197.0 145405.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 112.3052986122977 1.282 1 NEATM 1.126 1 0.0
13062 1.0 259.94001580932525 -22.6266870022351 11153.0 75206.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 32.889648545588734 1.141 1 NEATM 1.531 1 0.0
13063 1.0 311.8976373343065 44.781886357223954 14282.0 106832.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 49.77468023085753 1.499 1 NEATM 1.775 1 0.0
13064 1.0 351.1877418010389 -47.19469634297301 22804.0 144922.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 86.18733459665211 1.502 1 NEATM 1.436 1 0.0
13065 1.0 308.08920326133995 -59.06644217142426 20807.0 141480.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 71.2877130338681 1.58 1 NEATM 1.573 1 0.0
13066 1.0 4.21707030660071 -9.127503236207149 24028.0 124039.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 90.78478842696552 1.145 1 NEATM 1.063 1 0.0
13067 1.0 129.592103212211 -35.19568667208249 23140.0 150769.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 137.24104635549577 1.569 1 NEATM 1.488 1 0.0
13068 1.0 262.7966024726609 61.05404200655744 6596.0 64698.00000000001 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 54.76992495552005 0.377 1 NEATM 0.45 1 3675.1
13069 1.0 61.78668381411859 -47.20647131718502 15985.0 107895.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 131.02605503664097 1.369 1 NEATM 1.548 1 0.0
13070 1.0 187.57317823348657 0.4301023480670665 18458.0 95949.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 86.94248052599424 1.012 1 NEATM 1.063 1 0.1
13071 1.0 19.561675802131305 79.66504794562746 7606.0 68871.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 85.7769290323583 1.433 1 NEATM 2.239 1 0.0
13072 1.0 71.99874896270403 24.119585594038934 5925.0 45248.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 141.897788298465 0.992 1 NEATM 1.776 1 0.0
13073 1.0 6.66784600582103 66.11209298324366 9980.0 76753.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 84.46599540655396 1.302 1 NEATM 1.826 1 0.0
13074 1.0 285.7311732086714 79.23774408385813 7175.0 69730.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 72.45626871224638 1.539 1 NEATM 2.441 1 0.0
13075 1.0 80.61288770173685 45.13767513954335 5714.0 49850.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 126.38879276276081 1.178 1 NEATM 2.12 1 0.0
13076 1.0 124.32660505088496 35.92351084045525 7508.0 71883.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 128.769516876817 1.542 1 NEATM 2.4 1 0.0
13077 1.0 334.1092656476127 84.23380198876086 7255.0 69019.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 80.11611503735243 1.502 1 NEATM 2.379 1 0.0
13078 1.0 253.5891846924718 88.99214213658229 6719.0 66248.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 82.06578135956845 1.52 1 NEATM 2.482 1 0.0
13079 1.0 11.462014631270826 -8.672097119443265 21691.0 111642.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 97.8464493319595 1.082 1 NEATM 1.053 1 0.0
13080 1.0 59.289896339248585 -77.2434399268425 21264.0 144319.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 107.3203528654045 1.593 1 NEATM 1.57 1 0.0
13081 1.0 223.73222453991488 -37.29707434070661 16108.999999999998 91481.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 64.84139180813149 1.074 1 NEATM 1.211 1 0.0
13082 1.0 207.8022918975003 -62.57615297620852 22166.0 131958.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 85.84612809060913 1.35 1 NEATM 1.31 1 0.0
13083 1.0 85.64141569482311 -14.852452536717877 9715.0 72217.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 168.2498983325567 1.224 1 NEATM 1.743 1 0.0
13084 1.0 336.3170392529258 -66.36792087481392 21770.0 146741.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 85.60387665018905 1.596 1 NEATM 1.555 1 0.0
13085 1.0 221.02774414772256 18.741204723758756 6988.0 48608.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 53.27473408631591 0.943 1 NEATM 1.569 1 0.0
13086 1.0 192.827809088985 -21.094549351586267 22046.0 109059.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 84.86061159612277 1.032 1 NEATM 0.993 1 0.0
13087 1.0 212.3675914876455 71.1694591718778 6096.0 61500.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 74.647313895472 1.495 1 NEATM 2.547 1 0.0
13088 1.0 262.8439306260371 84.20304092373033 6762.0 67000.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 77.33225204443215 1.536 1 NEATM 2.498 1 0.0
13089 1.0 112.30019837265668 8.43928230049599 9471.0 81811.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 156.51747920275633 1.497 1 NEATM 2.12 1 0.0
13090 1.0 143.35958239779308 -40.531757423832616 26529.0 159390.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 125.16214255052462 1.496 1 NEATM 1.332 1 0.0
13091 1.0 75.54374963104397 16.601475377130626 6126.0 46500.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 149.8335122716369 1.0 1 NEATM 1.763 1 0.0
13092 1.0 67.02948211692102 71.41700848039378 6651.0 61035.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 99.50442684376445 1.366 1 NEATM 2.271 1 0.0
13093 1.0 339.9740603942161 -16.787997749565307 27168.0 155378.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 68.90119737930291 1.41 1 NEATM 1.242 1 0.0
13094 1.0 266.2382862177435 9.374089804554757 7790.0 60959.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 8.559613834237512 1.178 1 NEATM 1.855 1 0.0
13095 1.0 176.56517110232414 -41.10250183089374 26725.0 142073.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 100.5956670793325 1.261 1 NEATM 1.116 1 0.0
13096 1.0 81.86926607039636 -8.020053098995149 8483.0 62623.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 167.3911682146712 1.132 1 NEATM 1.72 1 0.0
13097 1.0 91.56833343734148 -17.69156363167224 10719.0 81033.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 168.91461717187485 1.318 1 NEATM 1.788 1 0.0
13098 1.0 20.89049771659522 -45.28557628506522 19509.0 122248.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 106.44210821201594 1.362 1 NEATM 1.405 1 0.0
13099 1.0 156.3899852009235 1.0559490885555078 21641.0 128040.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 117.77704736277425 1.322 1 NEATM 1.298 1 0.0
13100 1.0 112.24651751787692 -34.13145132363395 17923.0 128640.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 148.32176007352638 1.584 1 NEATM 1.688 1 0.0
13101 1.0 250.6836559735654 -22.85372450146545 10899.0 70784.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 37.891232450757165 1.069 1 NEATM 1.449 1 0.0
13102 1.0 135.99066214529313 4.494679605767573 16733.0 119224.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 137.0697513576797 1.514 1 NEATM 1.669 1 0.0
13103 1.0 64.65732392146853 45.10710412721775 6239.0 49849.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 121.40676420615006 1.086 1 NEATM 1.894 1 0.0
13104 1.0 8.884342220879242 -29.968656157570443 21636.0 124388.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 97.23102072172611 1.267 1 NEATM 1.244 1 0.0
13105 1.0 24.20986732676949 76.34857799173744 7680.0 68116.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 87.73730841750644 1.399 1 NEATM 2.183 1 0.0
13106 1.0 244.58139845948423 65.21733843046243 6140.0 61053.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 61.90165876830215 1.471 1 NEATM 2.504 1 0.0
13107 1.0 163.33086404017632 -81.23574672440486 22907.0 149148.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 100.08191409681312 1.559 1 NEATM 1.486 1 0.0
13108 1.0 193.16851599914 -44.3443456337719 23764.0 126739.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 88.77795843692499 1.194 1 NEATM 1.117 1 0.0
13109 1.0 322.80166549452315 -9.695607721343649 25463.0 157583.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 50.88315186891637 1.529 1 NEATM 1.388 1 0.0
13110 1.0 356.52202106281356 -71.16698002635466 21474.0 144953.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 94.0433194860568 1.588 1 NEATM 1.558 1 0.0
13111 1.0 78.08291438345061 -27.27432197397052 11688.0 82624.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 154.40058614591092 1.25 1 NEATM 1.637 1 0.0
13112 1.0 238.70815311603627 43.21755461118286 5627.0 50246.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 47.950790603275 1.208 1 NEATM 2.184 1 0.0
13113 1.0 94.79605562537424 32.49260660570866 5805.0 52302.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 140.51349938650137 1.243 1 NEATM 2.211 1 0.0
13114 1.0 7.434359807662325 22.02919714188087 21052.0 106490.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 90.04044939668302 1.041 1 NEATM 1.025 1 0.0
13115 1.0 273.01631538101094 37.895112490022214 7399.0 67324.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 30.933045298676312 1.423 1 NEATM 2.251 1 0.0
13116 1.0 115.20617429608842 -53.113736347253685 21358.0 145320.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 130.90656320411438 1.603 1 NEATM 1.576 1 0.0
13117 1.0 138.04700190188328 -28.494339324348218 24795.0 153789.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 133.6959196042212 1.514 1 NEATM 1.392 1 0.0
13118 1.0 211.7941608792981 31.72364680994332 6855.0 52174.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 63.219746690284786 1.063 1 NEATM 1.779 1 0.0
13119 1.0 299.17744388502854 68.26225734563889 8499.0 77847.0 0.8895107909749806 0.2263263943714506 0.2152698692863456 0.0167139236404125 -0.2102374300155673 0.0258698479630763 50 8 0.94276 0.21248 97.78836157903227 63.43286459341967 1.541 1 NEATM 2.277 1 0.0
