 D lon lat flux5 flux8 X Y Z MirX MirY MirZ TI objid r delta alpha D_NEATM D_true model eta etafit
60 1.0 130.08863277383713 74.60456187144408 47004.0 252854.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
61 1.0 329.27757105343426 -41.881632489647345 47116.0 253118.99999999997 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
62 1.0 197.86803723299923 37.742776044953246 47121.0 253210.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
63 1.0 95.70519115713377 -52.12453767925239 47060.0 253120.99999999997 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
64 1.0 202.60157817094975 -13.54549970661661 47089.0 253137.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.995 1
65 1.0 225.72513478448587 33.80231855399366 47115.0 253159.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
66 1.0 193.41924788226825 -55.64286911330128 47139.0 253257.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
67 1.0 332.3228462071042 26.970290305297752 47094.0 253151.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.995 1
68 1.0 97.97801362638525 74.9907081562404 47006.0 252888.99999999997 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
69 1.0 204.83457791851654 75.45800703523682 47017.0 252883.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
70 1.0 44.30948830706161 22.483994310332236 47156.0 253346.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
71 1.0 212.7539924001558 33.425612430729075 47122.0 253157.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
72 1.0 338.82802389725066 22.1423539519282 47064.0 253081.99999999997 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.995 1
73 1.0 197.984752858462 0.005749702200049001 47059.0 253077.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.995 1
74 1.0 334.3126881777911 -88.86330130341445 46997.0 252852.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
75 1.0 275.20722140386005 53.78071423258365 47035.0 252975.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
