idx D_km lam beta x1 y1 z1 x2 y2 z2 flux5 flux6 flux7 flux8 flux9 flux10 flux11 flux12 flux13 flux14 flux15 flux16 flux17 flux18 flux19 flux20
0 1.0 197.5728614138369 73.17998985981222 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 14556.0 34064.0 59514.0 86988.0 113251.0 136320.0 155304.0 170063.0 180880.0 188243.0 192696.0 194773.0 194950.0 193641.0 191191.0 187882.0
1 1.0 257.468171894071 49.328519885754986 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 7922.0 20854.0 39700.0 61853.0 84528.0 105636.0 123957.0 138985.0 150693.0 159324.0 165254.0 168894.0 170646.0 170874.0 169893.0 167970.0
2 1.0 216.99481538579178 -30.033872634844457 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 3368.0 9726.0 19923.0 32934.0 47252.0 61497.0 74678.0 86215.0 95860.0 103591.0 109521.0 113836.0 116747.0 118470.0 119204.0 119128.0
3 1.0 196.15794587888288 -75.40174980216058 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 4882.0 13857.0 27927.0 45462.0 64302.0 82592.0 99096.0 113162.0 124581.0 133422.0 139914.0 144353.0 147050.0 148305.0 148386.0 147528.0
4 1.0 152.5157277620057 -16.69658914551468 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 3555.0 8665.0 15564.0 23243.0 30823.0 37731.0 43673.0 48553.0 52397.0 55292.0 57355.0 58710.0 59471.0 59745.0 59625.0 59189.0
5 1.0 232.5218807039962 -48.19785440923031 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 3597.0 10661.0 22206.0 37090.0 53545.0 69927.0 85055.0 98243.0 109206.0 117925.0 124546.0 129293.99999999999 132425.0 134193.0 134837.0 134565.0
6 1.0 157.5313960545693 -66.15222574356306 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 4224.0 11888.0 23916.0 39013.0 55400.0 71506.0 86240.0 98991.0 109524.0 117852.0 124133.0 128597.99999999999 131500.0 133090.0 133597.0 133226.0
7 1.0 321.03828028154874 -80.38310727837145 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 8323.0 21141.0 39350.0 60442.0 81858.0 101720.0 118942.0 133083.0 144126.0 152301.0 157952.0 161460.0 163193.0 163488.0 162639.0 160894.0
8 1.0 346.91859378037054 40.60698555790418 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 6655.0 16209.000000000002 29143.0 43576.0 57828.0 70785.0 81868.0 90887.0 97898.0 103082.0 106676.0 108925.0 110064.0 110300.0 109816.0 108763.0
9 1.0 138.03894677727996 -87.94305744749441 -0.7898046758420812 0.19091949559498145 0.33979501212455954 0.12671287156417987 -0.1762662951422659 0.17965946371040334 7123.0 18982.0 36495.0 57321.0 78861.0 99104.0 116840.0 131530.0 143098.0 151743.0 157796.0 161636.0 163639.0 164147.0 163461.0 161839.0
