idx D_km lam beta x1 y1 z1 x2 y2 z2 flux5 flux6 flux7 flux8 flux9 flux10 flux11 flux12 flux13 flux14 flux15 flux16 flux17 flux18 flux19 flux20
0 1.0 197.5728614138369 73.17998985981222 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 3989.0000000000005 13845.0 31606.000000000004 55904.0 83834.0 112429.0 139418.0 163396.0 183688.0 200141.0 212921.0 222372.0 228911.0 232969.0 234956.0 235241.0
1 1.0 257.468171894071 49.328519885754986 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 3316.0 11673.0 26955.0 48129.0 72750.0 98229.0 122527.0 144339.0 163002.0 178318.0 190389.0 199487.0 205958.0 210172.0 212484.0 213220.0
2 1.0 216.99481538579178 -30.033872634844457 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 7512.0 18368.0 33345.0 50432.0 67704.0 83786.0 97884.0 109665.0 119099.0 126334.0 131603.0 135175.0 137313.0 138264.0 138245.0 137446.0
3 1.0 196.15794587888288 -75.40174980216058 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 12267.0 32013.0 60621.0 94183.0 128575.0 160711.0 188779.0 212005.0 230314.0 244034.0 253691.0 259878.0 263177.0 264120.0 263175.0 260741.0
4 1.0 152.5157277620057 -16.69658914551468 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 7409.0 22819.0 48194.0 80705.0 116215.0 151052.0 182710.0 209842.0 231974.0 249201.0 261933.00000000003 270724.0 276168.0 278832.0 279232.0 277819.0
5 1.0 232.5218807039962 -48.19785440923031 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 7309.0 17608.0 31537.000000000004 47139.0 62650.0 76871.0 89158.0 99281.0 107267.0 113288.0 117579.0 120392.0 121971.0 122536.0 122282.0 121374.0
6 1.0 157.5313960545693 -66.15222574356306 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 13393.0 35980.0 69362.0 108946.0 149704.0 187825.0 221059.0 248448.0 269906.0 285844.0 296918.0 303856.0 307371.0 308113.0 306646.0 303452.0
7 1.0 321.03828028154874 -80.38310727837145 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 11530.0 30638.0 58705.0 91934.0 126199.0 158363.0 186557.0 209960.0 228468.0 242390.0 252246.00000000003 258621.0 262096.0 263203.0 262411.0 260118.00000000003
8 1.0 346.91859378037054 40.60698555790418 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 8177.999999999999 24426.0 50586.0 83600.0 119271.0 153985.0 185329.0 212045.0 233726.0 250512.0 262836.0 271267.0 276400.0 278803.0 278988.0 277399.0
9 1.0 138.03894677727996 -87.94305744749441 -0.2947099781679501 -0.675791213901483 -0.3422996169487866 -0.06010318932721714 0.19272190422565214 0.03523910281584055 12761.0 34017.0 65254.99999999999 102187.0 140175.0 175712.0 206733.0 232354.0 252489.00000000003 267514.0 278024.0 284688.0 288161.0 289040.0 287847.0 285028.0
