idx D_km lam beta x1 y1 z1 x2 y2 z2 flux5 flux6 flux7 flux8 flux9 flux10 flux11 flux12 flux13 flux14 flux15 flux16 flux17 flux18 flux19 flux20
0 1.0 197.5728614138369 73.17998985981222 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10982.0 24482.0 40984.0 57762.0 72931.0 85560.0 95397.0 102583.0 107444.0 110364.0 111715.0 111832.0 110999.0 109450.0 107372.0 104916.0
1 1.0 257.468171894071 49.328519885754986 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11006.0 24576.0 41201.0 58127.0 73433.0 86160.0 96046.0 103233.0 108054.0 110901.0 112160.0 112173.0 111230.0 109571.0 107387.0 104832.0
2 1.0 216.99481538579178 -30.033872634844457 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11124.0 24783.0 41435.0 58293.0 73449.0 85979.0 95656.0 102648.0 107306.0 110028.0 111199.0 111158.0 110192.0 108534.0 106371.0 103851.0
3 1.0 196.15794587888288 -75.40174980216058 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11002.0 24532.0 41071.0 57881.0 73072.0 85707.0 95538.0 102711.0 107555.0 110455.0 111787.0 111888.0 111040.0 109479.0 107393.0 104931.0
4 1.0 152.5157277620057 -16.69658914551468 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10946.0 24386.0 40790.0 57435.0 72456.0 84941.0 94654.0 101747.0 106547.0 109435.0 110782.0 110916.0 110116.0 108610.0 106584.0 104185.0
5 1.0 232.5218807039962 -48.19785440923031 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10991.0 24478.0 40924.0 57593.0 72620.0 85098.0 94800.0 101882.0 106674.0 109559.0 110908.0 111049.0 110259.0 108767.0 106757.0 104375.0
6 1.0 157.5313960545693 -66.15222574356306 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11003.0 24529.0 41050.0 57824.0 72969.0 85558.0 95352.0 102499.0 107330.0 110231.0 111574.0 111693.0 110870.0 109336.0 107280.0 104848.0
7 1.0 321.03828028154874 -80.38310727837145 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11026.0 24551.0 41059.0 57819.0 72962.0 85567.0 95393.0 102587.0 107474.0 110433.0 111835.0 112010.0 111236.0 109747.0 107728.0 105327.0
8 1.0 346.91859378037054 40.60698555790418 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10966.0 24454.0 40932.0 57669.0 72791.0 85376.0 95183.0 102360.0 107230.0 110176.0 111567.0 111734.0 110956.0 109464.0 107445.0 105046.0
9 1.0 138.03894677727996 -87.94305744749441 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10950.0 24434.0 40925.0 57684.0 72816.0 85384.0 95141.0 102235.0 106998.0 109820.0 111080.0 111115.0 110209.0 108599.0 106472.0 103978.0
10 1.0 285.02101370975925 48.70453473049972 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10992.0 24513.0 41047.0 57850.0 73028.0 85640.0 95438.0 102568.0 107362.0 110209.0 111487.0 111534.0 110636.0 109028.0 106899.0 104399.0
11 1.0 190.40217111104562 -63.549603827932486 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11065.0 24664.0 41274.0 58139.0 73358.0 85995.0 95805.0 102941.0 107737.0 110584.0 111864.0 111913.0 111018.0 109414.0 107290.0 104796.0
12 1.0 204.49604199381562 -75.68602513438397 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11032.0 24565.0 41064.0 57787.0 72860.0 85371.0 95090.0 102172.0 106953.0 109816.0 111135.0 111240.0 110412.0 108881.0 106832.0 104412.0
13 1.0 333.214789785358 -73.87145383705104 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11053.0 24610.0 41157.0 57953.0 73120.0 85732.0 95548.0 102715.0 107562.0 110474.0 111823.0 111942.0 111115.0 109575.0 107508.0 105064.0
14 1.0 25.5729809512393 30.968605323704594 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11004.0 24537.0 41078.0 57891.0 73087.0 85736.0 95587.0 102786.0 107659.0 110590.0 111952.0 112080.0 111257.0 109716.0 107646.0 105198.0
15 1.0 31.366547892554657 -45.83390222648794 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10980.0 24462.0 40922.0 57630.0 72714.0 85255.0 95015.0 102142.0 106964.0 109864.0 111214.0 111345.0 110537.0 109020.0 106981.0 104567.0
16 1.0 7.278623078517259 -14.302895997582283 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10960.0 24444.0 40924.0 57662.0 72775.0 85336.0 95101.0 102220.0 107023.0 109897.0 111215.0 111312.0 110469.0 108918.0 106847.0 104404.0
17 1.0 299.74314439725765 10.326382438305046 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11045.0 24604.0 41152.0 57944.0 73097.0 85689.0 95481.0 102622.0 107443.0 110329.0 111655.0 111755.0 110911.0 109356.0 107277.0 104823.0
18 1.0 280.13643034194615 64.89921128918289 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10971.0 24455.0 40924.0 57648.0 72752.0 85317.0 95100.0 102249.0 107090.0 110006.0 111366.0 111503.0 110697.0 109179.0 107136.0 104715.0
19 1.0 313.2043733688549 40.8679672880391 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10932.0 24380.0 40809.0 57487.0 72536.0 85036.0 94747.0 101823.0 106596.0 109450.0 110758.0 110854.0 110017.0 108479.0 106423.0 103999.0
20 1.0 352.30260320379506 -41.34097705703137 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10979.0 24466.0 40932.0 57648.0 72742.0 85295.0 95068.0 102209.0 107047.0 109963.0 111328.0 111472.0 110676.0 109170.0 107140.0 104733.0
21 1.0 287.6970831180205 -66.33309612759703 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10990.0 24502.0 41019.0 57810.0 72992.0 85638.0 95498.0 102715.0 107613.0 110573.0 111967.0 112128.0 111336.0 109826.0 107785.0 105363.0
22 1.0 166.13257041105547 -80.03262232418437 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11014.0 24547.0 41080.0 57875.0 73049.0 85674.0 95502.0 102681.0 107537.0 110454.0 111806.0 111927.0 111100.0 109557.0 107488.0 105040.0
23 1.0 280.99050346312396 -35.712245793430355 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10934.0 24409.0 40907.0 57699.0 72891.0 85543.0 95399.0 102599.0 107467.0 110390.0 111740.0 111855.0 111018.0 109465.0 107384.0 104926.0
24 1.0 42.57879331281596 -42.818733136857915 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10991.0 24505.0 41021.0 57806.0 72972.0 85589.0 95409.0 102576.0 107417.0 110318.0 111652.0 111753.0 110907.0 109346.0 107258.0 104795.0
25 1.0 230.3715676779086 -7.894697975913658 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11037.0 24570.0 41062.0 57769.0 72823.0 85320.0 95031.0 102115.0 106905.0 109784.0 111123.0 111250.0 110445.0 108936.0 106908.0 104507.0
26 1.0 51.607183467256704 32.990640398582485 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11016.0 24541.0 41050.0 57808.0 72938.0 85520.0 95313.0 102469.0 107314.0 110233.0 111597.0 111738.0 110936.0 109423.0 107385.0 104970.0
27 1.0 340.0808101378502 35.21258021499429 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10976.0 24496.0 41033.0 57846.0 73042.0 85684.0 95522.0 102703.0 107557.0 110469.0 111815.0 111930.0 111098.0 109552.0 107481.0 105034.0
28 1.0 187.8653958300258 -38.96660761521 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11045.0 24633.0 41219.0 58032.0 73167.0 85700.0 95399.0 102427.0 107128.0 109898.0 111118.0 111126.0 110205.0 108589.0 106464.0 103978.0
29 1.0 149.2782983965885 -21.61314793797831 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10922.0 24348.0 40757.0 57432.0 72500.0 85037.0 94796.0 101922.0 106741.0 109635.0 110977.0 111097.0 110279.0 108752.0 106705.0 104284.0
0 1.0 95.24002035766571 -57.39282688735745 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11077.0 24660.0 41249.0 58115.0 73383.0 86121.0 96077.0 103388.0 108374.0 111412.0 112871.0 113084.0 112332.0 110850.0 108826.0 106412.0
1 1.0 278.724128196318 51.93819221517336 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11001.0 24501.0 40968.0 57675.0 72757.0 85301.0 95071.0 102218.0 107066.0 109996.0 111377.0 111537.0 110755.0 109262.0 107242.0 104845.0
2 1.0 164.21411959795748 -79.76734624201674 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11026.0 24562.0 41086.0 57864.0 73016.0 85623.0 95443.0 102625.0 107494.0 110434.0 111816.0 111971.0 111180.0 109674.0 107640.0 105226.0
3 1.0 204.63622159271347 35.459503510497726 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11018.0 24561.0 41106.0 57910.0 73085.0 85699.0 95509.0 102665.0 107497.0 110393.0 111727.0 111834.0 110998.0 109451.0 107381.0 104937.0
4 1.0 6.764328157087851 50.1651712693986 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11002.0 24532.0 41063.0 57853.0 73012.0 85611.0 95403.0 102538.0 107348.0 110219.0 111529.0 111611.0 110751.0 109182.0 107092.0 104629.0
5 1.0 222.34877894731574 49.93336113277556 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10977.0 24476.0 40975.0 57749.0 72926.0 85580.0 95465.0 102720.0 107667.0 110682.0 112133.0 112351.0 111614.0 110154.0 108158.0 105775.0
6 1.0 220.3544601800717 -43.303938417836115 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 10967.0 24413.0 40807.0 57447.0 72491.0 85038.0 94853.0 102078.0 107029.0 110076.0 111578.0 111859.0 111193.0 109807.0 107885.0 105573.0
7 1.0 222.0962388749125 -22.713635172138936 -0.651392789348728 0.5510666607724375 0.2619835447007028 0.1945121875232749 0.05999452031424913 0.047944733737123206 11141.0 24793.0 41413.0 58214.0 73302.0 85764.0 95385.0 102338.0 106973.0 109689.0 110868.0 110846.0 109907.0 108280.0 106152.0 103668.0
